annotator,kind,source_url,source,extracted_by,line_start,line_end,rule_text,tag,user_comment,llm_rationale,created_at
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,163,163,"**Exception:** If a decision is truly irreversible (database choice, foundational architecture), invest appropriate planning time. But these are rarer than they seem.",PRESCRIPTION,,"It directs investing planning time for irreversible decisions, a required behavior.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,166,166,"**Primitive values that control UX or system behavior should live in a centralized configuration layer, not scattered as magic numbers throughout the codebase.**",PREFERENCE,,,2026-06-09 21:05:13.407731
Wenyu,context,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,166,166,This enables future UI-driven configuration and easier tuning without hunting through code.,,,"It explains the benefit of centralized config, just background reasoning.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,166,166,"**Primitive values that control UX or system behavior should live in a centralized configuration layer, not scattered as magic numbers throughout the codebase.**",PREFERENCE,,"It uses 'should', a soft preference for centralizing config.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,168,168,"Make meaningful behavioral dials discoverable and changeable from a single source of truth, but do so incrementally—only for values we're actually using or clearly will use soon.",PREFERENCE,,,2026-06-09 21:05:36.441402
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,168,168,"Make meaningful behavioral dials discoverable and changeable from a single source of truth, but do so incrementally—only for values we're actually using or clearly will use soon.",PREFERENCE,,"It guides how to centralize dials incrementally, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,170,170,"If there's any tension between this rule and the Evolving Architecture Mandate (Rule 6), **Rule 6 wins",,Rule hierachy,,2026-06-09 21:05:53.928023
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,170,170,Do not build elaborate configuration systems prematurely,PROHIBITION,,,2026-06-09 21:06:11.993726
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,170,170,Do not build elaborate configuration systems prematurely,PROHIBITION,,It forbids building elaborate config systems prematurely.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,170,170,"If there's any tension between this rule and the Evolving Architecture Mandate (Rule 6), **Rule 6 wins",,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,172,182,"**What qualifies as a configurable primitive:**
- **UX parameters:** Token limits, response timeouts, retry attempts, debounce delays, animation durations
- **System behavior:** Logging levels, verbosity settings, polling intervals, cache TTLs, batch sizes
- **AI/ML settings:** Model names, temperature, max tokens, voice types, wake word sensitivity
- **Thresholds:** Confidence scores, rate limits, queue depths, memory thresholds

**What does NOT qualify:**
- Mathematical constants (π, conversion factors)
- Protocol-defined values (HTTP status codes, standard ports)
- Arbitrary implementation details that don't affect observable behavior
- Values that appear once and have no foreseeable reason to change",,Context for the following set of rules,,2026-06-09 21:06:53.774216
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,172,182,"**What qualifies as a configurable primitive:**
- **UX parameters:** Token limits, response timeouts, retry attempts, debounce delays, animation durations
- **System behavior:** Logging levels, verbosity settings, polling intervals, cache TTLs, batch sizes
- **AI/ML settings:** Model names, temperature, max tokens, voice types, wake word sensitivity
- **Thresholds:** Confidence scores, rate limits, queue depths, memory thresholds

**What does NOT qualify:**
- Mathematical constants (π, conversion factors)
- Protocol-defined values (HTTP status codes, standard ports)
- Arbitrary implementation details that don't affect observable behavior
- Values that appear once and have no foreseeable reason to change",,,Kept as the human labeled it.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,185,185,Move a primitive to config only when you're actively working with it or it clearly affects user-facing behavior,PRESCRIPTION,,,2026-06-09 21:06:44.774048
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,185,185,Centralize incrementally,PREFERENCE,,,2026-06-09 21:07:55.373073
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,185,185,Centralize incrementally,PREFERENCE,,"It advises incremental centralization, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,185,185,Move a primitive to config only when you're actively working with it or it clearly affects user-facing behavior,PRESCRIPTION,,"It mandates the condition for moving primitives to config, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,186,186,Use existing config patterns,PREFERENCE,,,2026-06-09 21:08:05.339781
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,186,186,"Scan for [`config.py`](sovereign_core/config.py), [`config.yaml`](config.yaml), environment variables, or settings modules already in the repo. Align with what exists.",PRESCRIPTION,,,2026-06-09 21:08:13.572767
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,186,186,Use existing config patterns,PREFERENCE,,"It advises using existing patterns, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,186,186,"Scan for [`config.py`](sovereign_core/config.py), [`config.yaml`](config.yaml), environment variables, or settings modules already in the repo. Align with what exists.",PRESCRIPTION,,"It directs scanning and aligning with existing config, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,187,187,Name descriptively,PREFERENCE,,,2026-06-09 21:08:21.189016
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,187,187,"Config keys should be self-documenting (e.g., `max_retry_attempts`, `llm_response_timeout_seconds`, `voice_type`)",PRESCRIPTION,,,2026-06-09 21:08:35.225937
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,187,187,"Config keys should be self-documenting (e.g., `max_retry_attempts`, `llm_response_timeout_seconds`, `voice_type`)",PRESCRIPTION,,"It requires config keys to be self-documenting, a directive.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,187,187,Name descriptively,PREFERENCE,,"It advises descriptive naming, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,188,188,Provide defaults:** Always include sensible defaults so the system works out-of-the-box,PRESCRIPTION,,,2026-06-09 21:08:48.579929
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,188,188,Provide defaults:** Always include sensible defaults so the system works out-of-the-box,PRESCRIPTION,,"It says always include defaults, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,189,189,Don't create duplicates:,PROHIBITION,,,2026-06-09 21:08:53.221205
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,189,189,"If a value is already configurable somewhere, use that mechanism.",PRESCRIPTION,,,2026-06-09 21:09:02.995404
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,189,189,Don't create parallel config sources.,PROHIBITION,,,2026-06-09 21:09:07.918711
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,189,189,Don't create parallel config sources.,PROHIBITION,,It forbids creating parallel config sources.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,189,189,Don't create duplicates:,PROHIBITION,,It forbids creating duplicates.,2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,189,189,"If a value is already configurable somewhere, use that mechanism.",PRESCRIPTION,,"It directs using the existing mechanism, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,197,201,"**When you catch yourself over-configuring:**
1. **ASK:** ""Is this value actually a behavioral dial users/operators will want to adjust?""
2. **CHECK:** ""Are we using this now, or will we clearly need to tune it in the next 1-2 steps?""
3. **If NO to both:** Leave it as a well-named constant in the module where it's used
4. **If YES:** Add it to the existing config layer with a descriptive name and default",PRESCRIPTION,,,2026-06-09 21:27:37.151948
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,197,201,"**When you catch yourself over-configuring:**
1. **ASK:** ""Is this value actually a behavioral dial users/operators will want to adjust?""
2. **CHECK:** ""Are we using this now, or will we clearly need to tune it in the next 1-2 steps?""
3. **If NO to both:** Leave it as a well-named constant in the module where it's used
4. **If YES:** Add it to the existing config layer with a descriptive name and default",PRESCRIPTION,,"It mandates an ask-check-decide procedure, a required process.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,210,211,"- Before hard-coding a primitive that affects UX/behavior, ask: ""Should this be configurable?""",PRESCRIPTION,,,2026-06-09 21:27:45.354262
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,210,210,"- Before hard-coding a primitive that affects UX/behavior, ask: ""Should this be configurable?""",PRESCRIPTION,,"It directs asking before hard-coding, a required check.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,211,212,"- Before adding to config, ask: ""Do we actually need to change this, or am I over-architecting?""",PRESCRIPTION,,,2026-06-09 21:27:48.927244
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,211,211,"- Before adding to config, ask: ""Do we actually need to change this, or am I over-architecting?""",PRESCRIPTION,,"It directs asking before adding config, a required check.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,212,213,"- When refactoring, consolidate scattered magic numbers into config if they meet the criteria above",PRESCRIPTION,,,2026-06-09 21:27:52.165457
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,212,212,"- When refactoring, consolidate scattered magic numbers into config if they meet the criteria above",PRESCRIPTION,,"It directs consolidating magic numbers during refactor, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,215,215,**Configuration values must have exactly ONE default definition.**,PRESCRIPTION,,,2026-06-09 21:28:05.806772
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,215,215,"Never duplicate defaults across config models, factories, or provider constructors.",PROHIBITION,,,2026-06-09 21:28:10.140089
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,215,215,"Never duplicate defaults across config models, factories, or provider constructors.",PROHIBITION,,"It forbids duplicating defaults, a prohibition.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,215,215,**Configuration values must have exactly ONE default definition.**,PRESCRIPTION,,"It mandates a single default definition, a must.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,217,220,"**Correct pattern:**
- ✅ Pydantic `Field(default=value)` in config.py - single source of truth
- ✅ Factories use `config[""key""]` - direct access, no fallbacks
- ✅ Provider constructors require config params - no defaults for user-facing settings",PREFERENCE,,,2026-06-09 21:28:19.586076
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,217,220,"**Correct pattern:**
- ✅ Pydantic `Field(default=value)` in config.py - single source of truth
- ✅ Factories use `config[""key""]` - direct access, no fallbacks
- ✅ Provider constructors require config params - no defaults for user-facing settings",PREFERENCE,,"It shows the preferred correct pattern, a how-to guide.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,222,225,"**Violations to avoid:**
- ❌ `config.get(""model"", ""gpt-4o-mini"")` in factory when LLMConfig already has this default
- ❌ `def __init__(self, temperature: float = 0.7)` in provider when config defines it
- ❌ Any duplicate default value in multiple locations",PREFERENCE,,,2026-06-09 21:28:24.158280
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,222,225,"**Violations to avoid:**
- ❌ `config.get(""model"", ""gpt-4o-mini"")` in factory when LLMConfig already has this default
- ❌ `def __init__(self, temperature: float = 0.7)` in provider when config defines it
- ❌ Any duplicate default value in multiple locations",PREFERENCE,,"It lists anti-patterns to avoid, a how-to guidance.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,227,227,"Internal implementation details (retry counts, backoff delays) not exposed in config.yaml can have provider-level defaults",PERMISSION,,,2026-06-09 21:28:31.978957
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,227,227,"Internal implementation details (retry counts, backoff delays) not exposed in config.yaml can have provider-level defaults",PERMISSION,,"It permits provider-level defaults for internal details, a permission.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,230,230,"If a proposed change creates a duplicate or conflicting pattern, stop and propose consolidation or a refactor plan instead.",PRESCRIPTION,,,2026-06-09 21:28:39.774447
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,230,230,"If a proposed change creates a duplicate or conflicting pattern, stop and propose consolidation or a refactor plan instead.",PRESCRIPTION,,"It mandates stopping and proposing consolidation, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,232,233,"**If complexity is increasing without clear necessity, stop and simplify.**",PRESCRIPTION,,,2026-06-09 21:28:44.882461
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,232,232,"**If complexity is increasing without clear necessity, stop and simplify.**",PRESCRIPTION,,"It mandates stopping and simplifying, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,234,235,"**If you're considering backward compatibility, STOP and ask for approval first.**",PRESCRIPTION,,,2026-06-09 21:28:48.817663
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,234,234,"**If you're considering backward compatibility, STOP and ask for approval first.**",PRESCRIPTION,,"It mandates stopping and asking for approval, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,236,237,"**If you're planning more than 1-2 steps ahead or building for hypothetical future needs, STOP and simplify to current requirements.**",PRESCRIPTION,,,2026-06-09 21:28:52.457300
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,236,236,"**If you're planning more than 1-2 steps ahead or building for hypothetical future needs, STOP and simplify to current requirements.**",PRESCRIPTION,,"It mandates stopping and simplifying when over-planning, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,238,238,keep repo clean,PREFERENCE,,,2026-06-09 21:29:02.986183
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,238,238,keep repo clean,PREFERENCE,,"It advises keeping the repo clean, a soft preference.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,239,239,"**Ad-hoc debug scripts, reproduction tests, or diagnostic files created during debugging must go in `tests/_temp_/` for easy cleanup.*",PRESCRIPTION,,,2026-06-09 21:29:12.981751
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,239,239,"**Ad-hoc debug scripts, reproduction tests, or diagnostic files created during debugging must go in `tests/_temp_/` for easy cleanup.*",PRESCRIPTION,,"It says such files must go in a specific dir, a must.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,242,243,- Place in `tests/_temp_/` directory,PRESCRIPTION,,,2026-06-09 21:29:18.338842
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,242,242,- Place in `tests/_temp_/` directory,PRESCRIPTION,,"It directs placing files in the temp dir, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,243,244,"- Use descriptive names (e.g., `debug_tts_state.py`, `repro_audio_hang.py`)",PRESCRIPTION,,,2026-06-09 21:29:21.132111
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,243,243,"- Use descriptive names (e.g., `debug_tts_state.py`, `repro_audio_hang.py`)",PRESCRIPTION,,"It directs using descriptive names, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,244,245,- Clean up after investigation completes,PRESCRIPTION,,,2026-06-09 21:29:23.850485
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,244,244,- Clean up after investigation completes,PRESCRIPTION,,"It directs cleaning up after investigation, a required action.",2026-06-15 15:06:35.800200
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,hand,Wenyu,246,246,"**Enforcement:** Before completing a debug task, verify all temporary files are deleted or in `tests/_temp_/`.",PRESCRIPTION,,,2026-06-09 21:29:34.883223
Wenyu,rule,https://github.com/adamglang/sovereign-core/blob/68a0396bd26d88301d59c9fec20bfe7494ea75e8/.clinerules,revise,anthropic/claude-opus-4-8,246,246,"**Enforcement:** Before completing a debug task, verify all temporary files are deleted or in `tests/_temp_/`.",PRESCRIPTION,,"It mandates verifying temp files before completing, a required check.",2026-06-15 15:06:35.800200
